url	page_title	name	city_type	official_name	state	county	nickname	motto	population_total	population_city	population_estimate	population_rank	population_density	established_date	named_for	government_type	government_body	area_total	area_city	area_land	area_water	elevation	highest_elevation	timezone	summer_dst	zip_code	area_code	fips_code	gnis_feature_id	website	coordinates	coordinates_link
https://en.wikipedia.org/wiki/Amite,_Louisiana	Amite City, Louisiana	Amite City, Louisiana	Town	 	Louisiana	 	 	 	4,005	 	 	 	1,033.02/sq mi (398.83/km2)	 	 	 	 	3.89 sq mi (10.08 km2)	 	3.88 sq mi (10.04 km2)	0.01 sq mi (0.04 km2)	115 ft (35 m)	 	UTC-6 (CST)	UTC-5 (CDT)	 	985	22-01885	 	www.townofamitecity.com	30°43′43″N 90°30′31″W	https://geohack.toolforge.org/geohack.php?pagename=Amite_City,_Louisiana&params=30_43_43_N_90_30_31_W_type:city(4005)_region:US-LA
https://en.wikipedia.org/wiki/Amity,_Arkansas	Amity, Arkansas	Amity, Arkansas	City	 	Arkansas	Clark	 	 	681	 	 	 	212.15/sq mi (81.92/km2)	 	 	 	 	3.21 sq mi (8.31 km2)	 	3.21 sq mi (8.31 km2)	0.00 sq mi (0.00 km2)	512 ft (156 m)	 	Central	Central	71921	870	05-01360	2403094[2]	amityarkansas.us	34°15′58″N 93°27′51″W	https://geohack.toolforge.org/geohack.php?pagename=Amity,_Arkansas&params=34_15_58_N_93_27_51_W_region:US_type:city
https://en.wikipedia.org/wiki/Amity,_Maine	Amity, Maine	Amity, Maine	Town	 	Maine	Aroostook	 	 	253	 	 	 	6/sq mi (2.3/km2)	 	 	 	 	41.72 sq mi (108.05 km2)	 	41.72 sq mi (108.05 km2)	0 sq mi (0 km2)	663 ft (202 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	04471	207	23-01220	0582324	 	45°55′50″N 67°50′57″W	https://geohack.toolforge.org/geohack.php?pagename=Amity,_Maine&params=45_55_50_N_67_50_57_W_region:US-ME_type:city(253)
https://en.wikipedia.org/wiki/Amity,_Missouri	Amity, Missouri	Amity, Missouri	Village	 	Missouri	DeKalb	 	 	26	 	 	 	150.29/sq mi (58.08/km2)	 	 	 	 	0.17 sq mi (0.45 km2)	 	0.17 sq mi (0.45 km2)	0.00 sq mi (0.00 km2)	1,047 ft (319 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	64422	816	29-01054[3]	2397429[2]	 	39°52′06″N 94°26′07″W	https://geohack.toolforge.org/geohack.php?pagename=Amity,_Missouri&params=39_52_06_N_94_26_07_W_region:US_type:city
https://en.wikipedia.org/wiki/Amity,_Oregon	Amity, Oregon	Amity, Oregon	City	 	Oregon	Yamhill	 	 	1,757	 	 	 	2,957.91/sq mi (1,142.18/km2)	 	 	Mayor–council	 	0.60 sq mi (1.56 km2)	 	0.59 sq mi (1.54 km2)	0.01 sq mi (0.02 km2)	162 ft (49.38 m)	 	UTC-8 (Pacific)	UTC-7 (Pacific)	97101	503	41-02000[3]	1162813[4]	www.cityofamityoregon.org	45°6′59″N 123°12′20″W	https://geohack.toolforge.org/geohack.php?pagename=Amity,_Oregon&params=45_6_59_N_123_12_20_W_type:city_region:US-OR
https://en.wikipedia.org/wiki/Amity,_Pennsylvania	Amity, Pennsylvania			 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
https://en.wikipedia.org/wiki/Amityville,_New_York	Amityville, New York	Amityville, New York	Village	 	New York	Suffolk	 	 	9,500	 	 	 	4,620.62/sq mi (1,784.35/km2)	 	 	 	 	2.47 sq mi (6.41 km2)	 	2.06 sq mi (5.32 km2)	0.42 sq mi (1.08 km2)	20 ft (6 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	11701, 11708	631, 934	36-02044	0942440	amityville.com	40°40′18″N 73°24′54″W	https://geohack.toolforge.org/geohack.php?pagename=Amityville,_New_York&params=40_40_18_N_73_24_54_W_region:US-NY_type:city(9500)
https://en.wikipedia.org/wiki/Amlin,_Ohio	Amlin, Ohio	Amlin, Ohio	Unincorporated community	 	Ohio	Franklin	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	43002	 	 	 	 	40°04′37″N 83°10′52″W	https://geohack.toolforge.org/geohack.php?pagename=Amlin,_Ohio&params=40_04_37_N_83_10_52_W_type:city_region:US-OH_source:GNIS-enwiki
https://en.wikipedia.org/wiki/Amma,_West_Virginia	Amma, West Virginia	Amma	Unincorporated community	 	West Virginia	Roane	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	25005[1]	304 and 681	 	 	 	38°34′7″N 81°15′56″W	https://geohack.toolforge.org/geohack.php?pagename=Amma,_West_Virginia&params=38_34_7_N_81_15_56_W_region:US_type:city
https://en.wikipedia.org/wiki/Ammon,_Idaho	Ammon, Idaho	Ammon	City	 	Idaho	Bonneville	 	 	16,403	 	 	 	2,253.75/sq mi (870.17/km2)	 	 	 	 	7.61 sq mi (19.70 km2)	 	7.59 sq mi (19.67 km2)	0.01 sq mi (0.03 km2)	4,715 ft (1,437 m)	 	UTC−7 (Mountain)	UTC−6 (Mountain)	83406	208, 986	16-01990	0396038	www.ci.ammon.id.us	43°28′35″N 111°58′5″W	https://geohack.toolforge.org/geohack.php?pagename=Ammon,_Idaho&params=43_28_35_N_111_58_5_W_region:US-ID_type:city
https://en.wikipedia.org/wiki/Amo,_Indiana	Amo, Indiana	Amo, Indiana	Town	 	Indiana	Hendricks	 	 	408	 	 	 	666.67/sq mi (257.45/km2)	 	 	 	 	0.61 sq mi (1.58 km2)	 	0.61 sq mi (1.58 km2)	0.00 sq mi (0.00 km2)	823 ft (251 m)	 	UTC−5 (EST)	UTC−5 (EST)	46103	317	18-01450	 	https://amoin.net/	39°41′19″N 86°36′47″W	https://geohack.toolforge.org/geohack.php?pagename=Amo,_Indiana&params=39_41_19_N_86_36_47_W_region:US-IN_type:city
https://en.wikipedia.org/wiki/Amonate,_Virginia	Amonate, Virginia	Amonate, Virginia	Census-designated place	 	Virginia	Tazewell	 	 	59	 	 	 	 	 	 	 	 	 	 	 	 	1,736 ft (529 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	 	276	 	1492468[1]	 	37°11′27″N 81°38′19″W	https://geohack.toolforge.org/geohack.php?pagename=Amonate,_Virginia&params=37_11_27_N_81_38_19_W_region:US-VA_type:city(59)
https://en.wikipedia.org/wiki/Amoret,_Missouri	Amoret, Missouri	Amoret, Missouri	City	 	Missouri	Bates	 	 	133	 	 	 	621.50/sq mi (240.19/km2)	 	 	 	 	0.21 sq mi (0.55 km2)	 	0.21 sq mi (0.55 km2)	0.00 sq mi (0.00 km2)	846 ft (258 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	64722	660	29-01072[3]	2393948[2]	 	38°15′18″N 94°35′15″W	https://geohack.toolforge.org/geohack.php?pagename=Amoret,_Missouri&params=38_15_18_N_94_35_15_W_region:US_type:city
https://en.wikipedia.org/wiki/Amorita,_Oklahoma	Amorita, Oklahoma	Amorita, Oklahoma	Town	 	Oklahoma	Alfalfa	 	 	38	 	 	 	150.20/sq mi (58.07/km2)	 	 	 	 	0.25 sq mi (0.65 km2)	 	0.25 sq mi (0.65 km2)	0.00 sq mi (0.00 km2)	1,207 ft (368 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	73719	580	40-02000[3]	2412362[2]	 	36°55′26″N 98°17′37″W	https://geohack.toolforge.org/geohack.php?pagename=Amorita,_Oklahoma&params=36_55_26_N_98_17_37_W_region:US_type:city
https://en.wikipedia.org/wiki/Amory,_Mississippi	Amory, Mississippi	Amory, Mississippi	City	 	Mississippi	Monroe	 	 	6,666	 	 	 	531.96/sq mi (205.39/km2)	 	 	 	 	13.14 sq mi (34.03 km2)	 	12.53 sq mi (32.46 km2)	0.61 sq mi (1.58 km2)	240 ft (70 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	38821	662	28-01260	 	cityofamoryms.com	33°59′14″N 88°29′2″W	https://geohack.toolforge.org/geohack.php?pagename=Amory,_Mississippi&params=33_59_14_N_88_29_2_W_region:US_type:city
https://en.wikipedia.org/wiki/Amsterdam,_Missouri	Amsterdam, Missouri	Amsterdam, Missouri	City	 	Missouri	Bates	 	 	218	 	 	 	381.79/sq mi (147.37/km2)	 	 	 	 	0.57 sq mi (1.49 km2)	 	0.57 sq mi (1.48 km2)	0.00 sq mi (0.01 km2)	886 ft (270 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	64723	660	29-01090[3]	2393949[2]	 	38°20′58″N 94°35′21″W	https://geohack.toolforge.org/geohack.php?pagename=Amsterdam,_Missouri&params=38_20_58_N_94_35_21_W_region:US_type:city
https://en.wikipedia.org/wiki/Amsterdam,_New_York	Amsterdam, New York	Amsterdam, New York	City	 	New York	Montgomery	 	 	18,219	 	 	 	3,102.16/sq mi (1,197.82/km2)	 	 	Mayor-council	 	6.26 sq mi (16.21 km2)	 	5.87 sq mi (15.21 km2)	0.39 sq mi (1.00 km2)	361 ft (110 m)	 	UTC−05 (Eastern (EST))	UTC−04 (EDT)	12010	518	36-02066	0942450	City of Amsterdam website	42°57′N 74°11′W	https://geohack.toolforge.org/geohack.php?pagename=Amsterdam,_New_York&params=42_57_N_74_11_W_region:US-NY_type:city(18219)
https://en.wikipedia.org/wiki/Amsterdam,_Ohio	Amsterdam, Ohio	Amsterdam, Ohio	Village	 	Ohio	Jefferson	 	 	436	 	 	 	1,362.50/sq mi (526.55/km2)	 	 	 	 	0.32 sq mi (0.83 km2)	 	0.32 sq mi (0.83 km2)	0.00 sq mi (0.00 km2)	935 ft (285 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	43903	740	39-01938[3]	1048461[2]	 	40°28′19″N 80°55′16″W	https://geohack.toolforge.org/geohack.php?pagename=Amsterdam,_Ohio&params=40_28_19_N_80_55_16_W_region:US_type:city
https://en.wikipedia.org/wiki/Amston,_Connecticut	Hebron, Connecticut	Hebron, Connecticut	Town	 	 	Tolland	 	 	9,098	 	 	 	249/sq mi (96/km2)	 	 	Board of selectmen/Town Manager	 	37.3 sq mi (96.6 km2)	 	36.9 sq mi (95.6 km2)	0.4 sq mi (0.9 km2)	505 ft (154 m)	 	UTC-5 (Eastern)	UTC-4 (Eastern)	 	860/959	09-37910	0213445	www.hebronct.com	41°39′N 72°23′W	https://geohack.toolforge.org/geohack.php?pagename=Hebron,_Connecticut&params=41_39_N_72_23_W_region:US-CT_type:city
https://en.wikipedia.org/wiki/Anabel,_Missouri	Anabel, Missouri			 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
https://en.wikipedia.org/wiki/Anacoco,_Louisiana	Anacoco, Louisiana	Anacoco, Louisiana		 	Louisiana	 	 	 	851	 	 	 	276.03/sq mi (106.58/km2)	 	 	 	 	3.09 sq mi (8.00 km2)	 	3.08 sq mi (7.98 km2)	0.01 sq mi (0.02 km2)	335 ft (102 m)	 	UTC-6 (CST)	UTC-5 (CDT)	 	337	22-01920	 	 	31°15′10″N 93°20′38″W	https://geohack.toolforge.org/geohack.php?pagename=Anacoco,_Louisiana&params=31_15_10_N_93_20_38_W_type:city(851)_region:US-LA
https://en.wikipedia.org/wiki/Anaconda,_Montana	Anaconda, Montana	Anaconda	Consolidated city-county	 	Montana	Deer Lodge	 	 	9,421	 	 	 	12.79/sq mi (4.94/km2)	 	 	 	 	741.2 sq mi (1,919.7 km2)	 	736.53 sq mi (1,907.6 km2)	4.7 sq mi (12.1 km2)	5,276 ft (1,608 m)	 	UTC−7 (Mountain (MST))	UTC−6 (MDT)	59711	 	30-01675	779015	adlc.us	46°8′N 112°56′W	https://geohack.toolforge.org/geohack.php?pagename=Anaconda,_Montana&params=46_8_N_112_56_W_region:US-MT_type:city
https://en.wikipedia.org/wiki/Anacortes,_Washington	Anacortes, Washington	Anacortes, Washington	City	 	Washington	Skagit	 	 	17,637	 	17,832	 	1,498.16/sq mi (578.45/km2)	 	 	Mayor–council	 	15.65 sq mi (40.53 km2)	 	11.70 sq mi (30.30 km2)	3.95 sq mi (10.23 km2)	23 ft (7 m)	 	UTC-8 (PST)	UTC-7 (PDT)	98221	360	53-01990	1511964[4]	cityofanacortes.org	48°30′7″N 122°37′25″W	https://geohack.toolforge.org/geohack.php?pagename=Anacortes,_Washington&params=48_30_7_N_122_37_25_W_region:US-WA_type:city(17637)
https://en.wikipedia.org/wiki/Anadarko,_Oklahoma	Anadarko, Oklahoma	Anadarko, Oklahoma	City	 	Oklahoma	Caddo	 	 	5,745	 	 	 	808.59/sq mi (312.20/km2)	 	 	 	 	7.18 sq mi (18.59 km2)	 	7.11 sq mi (18.40 km2)	0.07 sq mi (0.19 km2)	1,178 ft (359 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	73005	405/572	40-02050[3]	2409703[2]	City Website	35°03′55″N 98°14′39″W	https://geohack.toolforge.org/geohack.php?pagename=Anadarko,_Oklahoma&params=35_03_55_N_98_14_39_W_region:US_type:city
https://en.wikipedia.org/wiki/Anaheim,_California	Anaheim, California	Anaheim	City	 	California	Orange	 	 	346,824	 	 	56th in the United States10th in California	6,899.22/sq mi (2,663.78/km2)	 	 	Council–manager	Anaheim City Council	50.88 sq mi (131.78 km2)	 	50.27 sq mi (130.20 km2)	0.61 sq mi (1.58 km2)	157 ft (48 m)	 	UTC−08:00 (PST)	UTC−07:00 (PDT)	92801–92809, 92812, 92814–92817, 92825, 92850, 92899	657/714	06-02000	1652663, 2409704	www.anaheim.net	33°50′10″N 117°53′23″W	https://geohack.toolforge.org/geohack.php?pagename=Anaheim,_California&params=33_50_10_N_117_53_23_W_region:US-CA_type:city(346824)
https://en.wikipedia.org/wiki/Anaheim_Hills,_California	Anaheim Hills	Anaheim	District of Anaheim	 	California	Orange	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	410 ft (120 m)	 	UTC-8 (PST)	UTC-7 (PDT)	 	 	 	1951220[1]	 	33°50′40″N 117°46′38″W	https://geohack.toolforge.org/geohack.php?pagename=Anaheim_Hills&params=33_50_40_N_117_46_38_W_region:US_type:city
https://en.wikipedia.org/wiki/Anahola,_Hawaii	Anahola, Hawaii	Anahola, Hawaii	Census-designated place	 	Hawaii	Kauai	 	 	2,243	 	 	 	608.68/sq mi (235.04/km2)	 	 	 	 	4.07 sq mi (10.54 km2)	 	3.69 sq mi (9.54 km2)	0.39 sq mi (1.00 km2)	30 ft (9 m)	 	UTC-10 (Hawaii-Aleutian)	 	96703	808	15-02200	0358587	 	22°8′42″N 159°18′47″W	https://geohack.toolforge.org/geohack.php?pagename=Anahola,_Hawaii&params=22_8_42_N_159_18_47_W_region:US_type:city
https://en.wikipedia.org/wiki/Anahuac,_Texas	Anahuac, Texas	Anahuac, Texas		 	Texas	Chambers	 	 	1,980	 	 	 	1,100.19/sq mi (424.72/km2)	 	 	 	 	2.13 sq mi (5.51 km2)	 	2.13 sq mi (5.51 km2)	0.00 sq mi (0.00 km2)	30 ft (9 m)	 	UTC−6 (Central (CST))	UTC−5 (CDT)	 	409	48-03144[3]	1329510[2]	www.anahuac.us	29°46′7″N 94°40′45″W	https://geohack.toolforge.org/geohack.php?pagename=Anahuac,_Texas&params=29_46_7_N_94_40_45_W_region:US_type:city
https://en.wikipedia.org/wiki/Anaktuvuk_Pass,_Alaska	Anaktuvuk Pass, Alaska	Anaktuvuk Pass	City	 	Alaska	 	 	 	425	 	 	 	82.09/sq mi (31.70/km2)	1949	 	 	 	5.23 sq mi (13.55 km2)	 	5.18 sq mi (13.41 km2)	0.05 sq mi (0.14 km2)	2,239 ft (663 m)	 	UTC−09:00 (Alaskan (AKST))	UTC−08:00 (AKDT)	99721	907	02-02080	1398235, 2419354	 	68°08′35″N 151°44′01″W	https://geohack.toolforge.org/geohack.php?pagename=Anaktuvuk_Pass,_Alaska&params=68_08_35_N_151_44_01_W_region:US-AK_type:city(425)
https://en.wikipedia.org/wiki/Analomink,_Pennsylvania	Analomink, Pennsylvania	Analomink	Unincorporated area	 	Pennsylvania	Monroe	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	862 ft (263 m)	 	UTC-5 (EST)	UTC-4 (EDT)	 	570	 	 	 	41°03′04″N 75°13′14″W	https://geohack.toolforge.org/geohack.php?pagename=Analomink,_Pennsylvania&params=41_03_04_N_75_13_14_W_type:city_region:US-PA
https://en.wikipedia.org/wiki/Anamoose,_North_Dakota	Anamoose, North Dakota	Anamoose, North Dakota	City	 	North Dakota	McHenry	 	 	230	 	 	 	369.18/sq mi (142.50/km2)	 	 	 	 	0.63 sq mi (1.64 km2)	 	0.62 sq mi (1.61 km2)	0.01 sq mi (0.02 km2)	1,624 ft (495 m)	 	UTC-6 (CST)	UTC-5 (CDT)	58710	701	38-02220	1035910[2]	anamoose.com	47°52′58″N 100°14′31″W	https://geohack.toolforge.org/geohack.php?pagename=Anamoose,_North_Dakota&params=47_52_58_N_100_14_31_W_region:US-ND_type:city(230)
https://en.wikipedia.org/wiki/Anamosa,_Iowa	Anamosa, Iowa	Anamosa, Iowa	City	 	Iowa	Jones	 	 	5,450	 	 	 	2,159.27/sq mi (833.72/km2)	 	 	 	 	2.53 sq mi (6.56 km2)	 	2.52 sq mi (6.54 km2)	0.01 sq mi (0.02 km2)	830 ft (253 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	52205	319	19-01990	0454176	www.anamosa-iowa.org	42°6′32″N 91°16′53″W	https://geohack.toolforge.org/geohack.php?pagename=Anamosa,_Iowa&params=42_6_32_N_91_16_53_W_region:US_type:city
https://en.wikipedia.org/wiki/Anatone,_Washington	Anatone, Washington	Anatone, Washington		 	Washington	Asotin	 	 	38 (estimate)	 	 	 	 	 	 	 	 	 	 	 	 	3,570 ft (1,090 m)	 	UTC-8 (Pacific Time Zone)	UTC-7	99401	509	 	 	 	46°08′06″N 117°07′55″W	https://geohack.toolforge.org/geohack.php?pagename=Anatone,_Washington&params=46.135_N_117.132_W_type:city
https://en.wikipedia.org/wiki/Anawalt,_West_Virginia	Anawalt, West Virginia	Anawalt, West Virginia	Town	 	West Virginia	McDowell	 	 	186	 	179	 	311.30/sq mi (120.12/km2)	 	 	 	 	0.57 sq mi (1.49 km2)	 	0.57 sq mi (1.49 km2)	0.00 sq mi (0.00 km2)	1,706 ft (520 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	24808	304	54-01780[3]	2390703[4]	 	37°20′11″N 81°26′26″W	https://geohack.toolforge.org/geohack.php?pagename=Anawalt,_West_Virginia&params=37_20_11_N_81_26_26_W_region:US_type:city
https://en.wikipedia.org/wiki/Anchor,_Illinois	Anchor, Illinois	Anchor, Illinois	Village	 	Illinois	McLean	 	 	163	 	 	 	953.22/sq mi (368.44/km2)	 	 	 	 	0.17 sq mi (0.44 km2)	 	0.17 sq mi (0.44 km2)	0.00 sq mi (0.00 km2)	774 ft (236 m)	 	UTC-6 (CST)	UTC-5 (CDT)	61720	309	17-01361	 	 	40°34′05″N 88°32′18″W	https://geohack.toolforge.org/geohack.php?pagename=Anchor,_Illinois&params=40_34_05_N_88_32_18_W_type:city(163)_region:US-IL
https://en.wikipedia.org/wiki/Anchor_Point,_Alaska	Anchor Point, Alaska	Anchor Point, Alaska	Census-designated place	 	Alaska	 	 	 	2,105	 	 	 	22.97/sq mi (8.87/km2)	 	 	 	 	91.76 sq mi (237.66 km2)	 	91.65 sq mi (237.36 km2)	0.12 sq mi (0.30 km2)	118 ft (36 m)	 	UTC-9 (Alaska (AKST))	UTC-8 (AKDT)	99556	907	02-03110	1412516	 	59°46′39″N 151°46′13″W	https://geohack.toolforge.org/geohack.php?pagename=Anchor_Point,_Alaska&params=59_46_39_N_151_46_13_W_region:US-AK_type:city(2105)
https://en.wikipedia.org/wiki/Anchorage,_Alaska	Anchorage, Alaska	Anchorage	Consolidated city-borough	 	Alaska	 	 	 	 	 	287,145	1st in Alaska
73rd in the United States	170.6/sq mi (65.88/km2)	1914	The anchorage at the mouth of Ship Creek	 	Anchorage Assembly	 	 	1,706.89 sq mi (4,420.81 km2)	239.80 sq mi (621.08 km2)	102 ft (31 m)	 	UTC-9 (AKST)	UTC-8 (AKDT)	99501–99524, 99529–99530, 99599	907	02-03000	 	www.muni.org	61°13′00″N 149°53′37″W	https://geohack.toolforge.org/geohack.php?pagename=Anchorage,_Alaska&params=61_13_00_N_149_53_37_W_region:US-AK_type:city(291247)
https://en.wikipedia.org/wiki/Anchorage,_Alaska	Anchorage, Alaska	Anchorage	Consolidated city-borough	 	Alaska	 	 	 	 	 	287,145	1st in Alaska
73rd in the United States	170.6/sq mi (65.88/km2)	1914	The anchorage at the mouth of Ship Creek	 	Anchorage Assembly	 	 	1,706.89 sq mi (4,420.81 km2)	239.80 sq mi (621.08 km2)	102 ft (31 m)	 	UTC-9 (AKST)	UTC-8 (AKDT)	99501–99524, 99529–99530, 99599	907	02-03000	 	www.muni.org	61°13′00″N 149°53′37″W	https://geohack.toolforge.org/geohack.php?pagename=Anchorage,_Alaska&params=61_13_00_N_149_53_37_W_region:US-AK_type:city(291247)
https://en.wikipedia.org/wiki/Anchorage,_Kentucky	Anchorage, Kentucky	Anchorage	City	 	Kentucky	Jefferson	 	 	2,500	 	 	 	844.88/sq mi (326.22/km2)	 	 	 	 	2.97 sq mi (7.69 km2)	 	2.96 sq mi (7.66 km2)	0.01 sq mi (0.03 km2)	728 ft (222 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	40223	502	21-01504	2403096[2]	www.cityofanchorage.org	38°16′08″N 85°32′11″W	https://geohack.toolforge.org/geohack.php?pagename=Anchorage,_Kentucky&params=38_16_08_N_85_32_11_W_region:US_type:city
https://en.wikipedia.org/wiki/Anchorville,_Michigan	Ira Township, Michigan	Ira Township, Michigan	Civil township	 	Michigan	St. Clair	 	 	5,178	 	 	 	304.6/sq mi (117.9/km2)	 	 	 	 	21.6 sq mi (55.9 km2)	 	17.0 sq mi (43.9 km2)	4.6 sq mi (12.0 km2)	587 ft (179 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	48004, 48023	586	26-40920[1]	1626524[2]	Official website	42°41′38″N 82°40′07″W	https://geohack.toolforge.org/geohack.php?pagename=Ira_Township,_Michigan&params=42_41_38_N_82_40_07_W_region:US-MI_type:city(5178)
https://en.wikipedia.org/wiki/Ancona,_Illinois	Ancona, Illinois	Ancona, Illinois	Unincorporated community	 	Illinois	Livingston	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	627 ft (191 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	61311	815 & 779	 	403495[1]	 	41°02′26″N 88°52′21″W	https://geohack.toolforge.org/geohack.php?pagename=Ancona,_Illinois&params=41_02_26_N_88_52_21_W_region:US-IL_type:city
https://en.wikipedia.org/wiki/Ancram,_New_York	Ancram, New York	Ancram, New York	Town	 	New York	Columbia	 	 	1,440	 	 	 	34/sq mi (13/km2)	 	 	Town Council	 	42.73 sq mi (110.68 km2)	 	42.48 sq mi (110.01 km2)	0.26 sq mi (0.67 km2)	505 ft (154 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	12502	518	36-021-02099	0978679	www.townofancram.org	42°2′N 73°36′W	https://geohack.toolforge.org/geohack.php?pagename=Ancram,_New_York&params=42_2_N_73_36_W_region:US-NY_type:city(1440)
https://en.wikipedia.org/wiki/Ancramdale,_New_York	Ancramdale, New York	Ancramdale, New York	Hamlet	 	New York	Columbia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	548 ft (167 m)	 	UTC-5 (Eastern (EST))	UTC-4 (EDT)	12503	518 & 838	 	942456[1]	 	42°01′05″N 73°35′28″W	https://geohack.toolforge.org/geohack.php?pagename=Ancramdale,_New_York&params=42_01_05_N_73_35_28_W_region:US-NY_type:city
https://en.wikipedia.org/wiki/Andale,_Kansas	Andale, Kansas	Andale, Kansas	City	 	Kansas	Sedgwick	 	 	941	 	 	 	1,700/sq mi (630/km2)	 	 	 	 	0.57 sq mi (1.49 km2)	 	0.57 sq mi (1.49 km2)	0.00 sq mi (0.00 km2)	1,431 ft (436 m)	 	UTC-6 (CST)	UTC-5 (CDT)	67001	316	20-01775 [1]	 	cityofandale.com	37°47′28″N 97°37′45″W	https://geohack.toolforge.org/geohack.php?pagename=Andale,_Kansas&params=37_47_28_N_97_37_45_W_region:US-KS_type:city
https://en.wikipedia.org/wiki/Andalusia,_Alabama	Andalusia, Alabama	Andalusia, Alabama	City	 	Alabama	Covington	 	 	8,805	 	 	 	447.93/sq mi (172.95/km2)	1841	 	Mayor/City Council	 	19.81 sq mi (51.32 km2)	 	19.66 sq mi (50.91 km2)	0.16 sq mi (0.41 km2)	348 ft (106 m)	 	UTC-6 (CST)	UTC-5 (CDT)	36420 and 36421	334	01-01708	0133361	www.cityofandalusia.com	31°18′29″N 86°28′57″W	https://geohack.toolforge.org/geohack.php?pagename=Andalusia,_Alabama&params=31_18_29_N_86_28_57_W_region:US-AL_type:city(8805)
https://en.wikipedia.org/wiki/Andalusia,_Illinois	Andalusia, Illinois	Andalusia	Village	 	Illinois	Rock Island	 	 	1,184	 	 	 	1,007.66/sq mi (389.19/km2)	 	 	 	 	1.18 sq mi (3.04 km2)	 	1.18 sq mi (3.04 km2)	0.00 sq mi (0.00 km2)	 	 	UTC-6 (CST)	UTC-5 (CDT)	 	309	17-01426	 	villageofandalusiail.org	41°26′26″N 90°43′15″W	https://geohack.toolforge.org/geohack.php?pagename=Andalusia,_Illinois&params=41_26_26_N_90_43_15_W_type:city(1184)_region:US-IL
https://en.wikipedia.org/wiki/Andalusia,_Pennsylvania	Andalusia, Pennsylvania	Andalusia, Pennsylvania		 	Pennsylvania	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	59 ft (18 m)	 	UTC-5 (EST)	UTC-4 (EDT)	 	215, 267, 445	 	 	 	40°4′10″N 74°58′17″W	https://geohack.toolforge.org/geohack.php?pagename=Andalusia,_Pennsylvania&params=40_4_10_N_74_58_17_W_type:city_region:US-PA
https://en.wikipedia.org/wiki/Anderson,_Alabama	Anderson, Alabama	Anderson, Alabama	Town	 	Alabama	Lauderdale	 	 	254	 	 	 	196.59/sq mi (75.88/km2)	1825 (Andersons Creek)	 	 	 	1.29 sq mi (3.35 km2)	 	1.29 sq mi (3.35 km2)	0.00 sq mi (0.00 km2)	666 ft (203 m)	 	UTC-6 (Central (CST))	UTC-5 (CDT)	35610	256	01-01756	2405149[2]	 	34°55′12″N 87°16′13″W	https://geohack.toolforge.org/geohack.php?pagename=Anderson,_Alabama&params=34_55_12_N_87_16_13_W_region:US-AL_type:city(254)
https://en.wikipedia.org/wiki/Anderson,_Alaska	Anderson, Alaska	Anderson	City	 	Alaska	 	 	 	177	 	 	 	4.19/sq mi (1.62/km2)	 	 	 	 	44.99 sq mi (116.51 km2)	 	42.20 sq mi (109.30 km2)	2.79 sq mi (7.22 km2)	515 ft (157 m)	 	UTC-9 (Alaska (AKST))	UTC-8 (AKDT)	99744	907	02-03220	1398245	www.anderson.govoffice.com	64°20′43″N 149°11′43″W	https://geohack.toolforge.org/geohack.php?pagename=Anderson,_Alaska&params=64_20_43_N_149_11_43_W_region:US-AK_type:city(177)
